article_id,ApproximateTitle,major_issue,study_type,preregistered,synthesised,other_data,analysis,robust_check,materials,replication,coi,materials_location,materials_access,prereg_location,prereg_access,prereg_aspects,analysis_location,analysis_access,other_data_location,other_data_access,other_data_type,synth_docu,synth_location,synth_access,year,coder1,coder2,isOA
761,Adaptation to the Birth of a Child With a Congenital Anomaly: A Prospective Longitudinal Study of Maternal Well-Being and Psychological Distress.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
836,X-Chromosomal Maternal and Fetal SNPs and the Risk of Spontaneous Preterm Delivery in a Danish/Norwegian Genome-Wide Association Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Tamara,NA,Yes
702,"Multi-ancestry genome-wide association study of 21,000 cases and 95,000 controls identifies new risk loci for atopic dermatitis.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,AsPredicted (aspredicted.org),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Tamara,NA,Yes
92,The relationship of maternal gestational mass spectrometry-derived metabolites with offspring congenital heart disease: results from multivariable and Mendelian randomization analyses.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,yes,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
121,"The association between miscarriage and fecundability: the Norwegian Mother, Father and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
677,Measurement of Total and Free Urinary Phenol and Paraben Concentrations over the Course of Pregnancy: Assessing Reliability and Contamination of Specimens in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Tamara,NA,Yes
180,SeeCiTe: a method to assess CNV calls from SNP arrays using trio data.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
552,Maternal BMI at the start of pregnancy and offspring epigenome-wide DNA methylation: findings from the pregnancy and childhood epigenetics (PACE) consortium.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Tamara,NA,Yes
624,Genome-wide association study identifies 74 loci associated with educational attainment.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,Yes
878,450K Epigenome-Wide Scan Identifies Differential DNA Methylation in Newborns Related to Maternal Smoking during Pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Tamara,NA,Yes
951,Intrauterine exposure to caffeine and inattention/overactivity in children.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
419,Response to Commentary: Genetic Association Family-Based Studies and Preeclampsia.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
968,Patterns of maternal feeding and child eating associated with eating disorders in the Norwegian Mother and Child Cohort Study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Tamara,NA,Yes
1008,Evaluation of Freeze-Thaw Cycles on Stored Plasma in the Biobank of the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Tamara,NA,Yes
37,Excess risk and clusters of symptoms after COVID-19 in a large Norwegian cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
380,Screening With an ADHD-Specific Rating Scale in Preschoolers: A Cross-Cultural Comparison of the Early Childhood Inventory-4.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
355,Maternal levels of perfluoroalkyl substances (PFASs) during pregnancy and childhood allergy and asthma related outcomes and infections in the Norwegian Mother and Child (MoBa) cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
94,"Prenatal organophosphorus pesticide exposure and executive function in preschool-aged children in the Norwegian Mother, Father and Child Cohort Study (MoBa).",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
99,Green CURIOCITY: a study protocol for a European birth cohort study analysing childhood heat-related health impacts and protective effects of urban natural environments.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
27,"Childhood temperamental, emotional, and behavioral predictors of clinical mood and anxiety disorders in adolescence.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,Tamara,NA,Yes
350,Genome-wide association study reveals dynamic role of genetic variation in infant and early childhood growth.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,yes,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
963,How Does Preference for Natural Childbirth Relate to the Actual Mode of Delivery? A Population-based Cohort Study from Norway.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
271,"Perfluoroalkyl substances, airways infections, allergy and asthma related health outcomes – implications of gender, exposure period and study design.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,Yes
913,Age at menarche and pelvic girdle syndrome in pregnancy: a population study of 74 973 women.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,Yes
654,Preterm delivery and risk for early language delays: a sibling-control cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,NA,Yes
739,Sexual violence and neonatal outcomes: a Norwegian population-based cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,NA,Yes
373,"Caffeine exposure during pregnancy, small for gestational age birth and neonatal outcome - results from the Norwegian Mother and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
984,What characterizes women in Norway who wish to have a caesarean section?,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
308,"Within-session verbal learning slope is predictive of lifespan delayed recall, hippocampal volume, and memory training benefit, and is heritable.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Tamara,NA,Yes
879,Prepregnancy maternal body mass index and preterm delivery.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
705,Exploring Educational Disparities in Risk of Preterm Delivery: A Comparative Study of 12 European Birth Cohorts.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,Yes
582,Literature-Informed Analysis of a Genome-Wide Association Study of Gestational Age in Norwegian Women and Children Suggests Involvement of Inflammatory Pathways.(Report).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,NA,Yes
857,Hyperemesis gravidarum and pregnancy outcomes in the Norwegian mother and child cohort - a cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Tamara,NA,Yes
945,Prenatal exposure to polychlorinated biphenyls and dioxins is associated with increased risk of wheeze and infections in infants.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
440,Verbal abilities in children of mothers with epilepsy: Association to maternal folate status.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,NA,Yes
224,"Novel associations between parental and newborn cord blood metabolic profiles in the Norwegian Mother, Father and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
384,"Associations between pre-pregnancy BMI, gestational weight gain, and prenatal diet quality in a national sample.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
830,Paternal lifestyle as a potential source of germline mutations transmitted to offspring.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Tamara,NA,Yes
89,What are we optimizing for in autism screening? Examination of algorithmic changes in the M-CHAT.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
146,The genetic organization of longitudinal subcortical volumetric change is stable throughout the lifespan.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,yes,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
369,"Smoking in pregnancy, cord blood cotinine and risk of celiac disease diagnosis in offspring.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
1023,Cohort profile: The Norwegian Mother and Child Cohort Study (MoBa).,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,NA,Yes
401,"Maternal body mass index, gestational weight gain, and the risk of overweight and obesity across childhood: An individual participant data meta-analysis.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
634,Maternal smoking impacts key biological pathways in newborns through epigenetic modification in Utero.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,yes,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,NA,Yes
175,Early life multiple exposures and child cognitive function: A multi-centric birth cohort study in six European countries.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity & power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
782,Perfluoroalkyl substances and lipid concentrations in plasma during pregnancy among women in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,NA,Yes
932,Intake of probiotic food and risk of spontaneous preterm delivery.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Tamara,NA,Yes
432,"Healthcare utilisation, induced labour and caesarean section in the pregnancy after stillbirth: a prospective study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,NA,Yes
816,Relationship Satisfaction Among Mothers of Children With Congenital Heart Defects: A Prospective Case-Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Tamara,NA,Yes
430,Risk factors for discontinuation of thyroid hormone replacement therapy in early pregnancy: A study from the Norwegian Mother and Child Cohort Study and the Medical Birth Registry of Norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity & power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,NA,Yes
439,Prenatal fever and autism risk.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,NA,Yes
486,"Exposure to phthalate metabolites, phenols and organophosphate pesticide metabolites and blood pressure during pregnancy.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
738,Associations of pre-pregnancy body mass index and gestational weight gain with pregnancy outcome and postpartum weight retention: a prospective observational cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,NA,Yes
194,Intakes of Fish and Long-chain n-3 Polyunsaturated Fatty Acid Supplements During Pregnancy and Subsequent Risk of Type 2 Diabetes in a Large Prospective Cohort Study of Norwegian Women.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
4,Intake of sucrose-sweetened beverages and risk of developing pharmacologically treated hypertension in women: cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
46,Association of adverse childhood experiences with the development of multiple sclerosis.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
736,"How the Newborn cohort was established in terms of management and governance : a personal report from Bodolf Hareide, general director of NIPH from 1984 to 2001. Norsk epidemiologi(Årg.",no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Agata,NA,Yes
753,Risk of Vaginal Bleeding and Postpartum Hemorrhage After Use of Antidepressants in Pregnancy A Study From the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Agata,NA,No
813,Determinants of plasma concentrations of perfluoroalkyl substances in pregnant Norwegian women.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Agata,NA,Yes
660,Effect of prepregnancy alcohol consumption on postpartum relationship satisfaction and divorce among norwegian mothers.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Agata,NA,Yes
733,Impact of singlehood during pregnancy on dietary intake and birth outcomes- a study in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Agata,NA,Yes
902,Perfluorinated Compounds in Relation to Birth Weight in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Tamara,NA,Yes
682,Relationship Satisfaction Reduces the Risk of Maternal Infectious Diseases in Pregnancy: The Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Tamara,NA,Yes
56,"Associations Between Pregnancy-Related Predisposing Factors for Offspring Neurodevelopmental Conditions and Parental Genetic Liability to Attention-Deficit/Hyperactivity Disorder, Autism, and Schizophrenia: The Norwegian Mother, Father and Child Cohort Study (MoBa).",no issues,Secondary analysis of MoBa data,No,No,yes,no,sensitivity & power,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,Supplementary materials hosted by the journal,Yes,metadata,NA,NA,NA,2022,Agata,NA,Yes
354,Sleep Duration and Nocturnal Awakenings in Infants Born with Gestational Risk.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
58,Characterization of the genetic architecture of infant and early childhood body mass index.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Agata,NA,Yes
383,The association between birth order and childhood leukemia may be modified by paternal age and birth weight. Pooled results from the International Childhood Cancer Cohort Consortium (I4C).,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
108,Associations between insomnia and pregnancy and perinatal outcomes: Evidence from mendelian randomization and multivariable regression analyses.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Agata,NA,Yes
548,DNA Methylation Score as a Biomarker in Newborns for Sustained Maternal Smoking during Pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Tamara,NA,Yes
765,Causal pathways for asthma (CASPAR) - MoBa,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,NA,Yes
850,Prenatal exposure to polychlorinated biphenyls and dioxins from the maternal diet may be associated with immunosuppressive effects that persist into early childhood.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
542,Effect of prenatal selective serotonin reuptake inhibitor (SSRI) exposure on birthweight and gestational age: A sibling-controlled cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,NA,Yes
124,Do Genetic Variants Modify the Effect of Smoking on Risk of Preeclampsia in Pregnancy?,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity & power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,Tamara,NA,Yes
630,Cord blood gene expression supports that prenatal exposure to perfluoroalkyl substances causes depressed immune functionality in early childhood.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
576,Long-term mortality in mothers with perinatal losses and risk modification by surviving children and attained education: a population-based cohort study.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
626,Exercise during pregnancy and risk of cesarean delivery in nulliparous women: a large population-based cohort study.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
1017,The Norwegian Mother and Child Cohort Study (MoBa) - new research possibilities.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,NA,Yes
265,THE CAUSAL EFFECT OF BMI ON NEURODEVELOPMENT: A WITHIN FAMILY MENDELIAN RANDOMIZATION STUDY USING MOBA.,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
341,Elucidating the role of maternal environmental exposures on offspring health and disease using two-sample Mendelian randomization.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
493,Age at menarche and the risk of operative delivery.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,No
877,Toxicogenomic Profiles in Relation to Maternal Immunotoxic Exposure and Immune Functionality in Newborns.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Agata,NA,Yes
632,Maternal distress during pregnancy and language development in preschool age: A population-based cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,NA,No
168,Vitamin B status and association with antiseizure medication in pregnant women with epilepsy.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
627,Association between pregnancy exposure to air pollution and birth weight in selected areas of Norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Tamara,NA,Yes
975,Urinary Incontinence and Weight Change During Pregnancy and Postpartum: A Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Tamara,NA,No
855,Exposure to antiepileptic drugs in utero and child development: A prospective population-based study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Tamara,NA,Yes
887,Characteristics of women who are pregnant with their first baby at an advanced age.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Tamara,NA,Yes
323,Age for Onset of Walking May Predict Physical Activity in Childhood; The Norwegian Mother and Child Cohort-Study: 2865 Board #4 May 31 3:15 PM - 5:15 PM.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,Yes
140,A fast wavelet-based functional association analysis replicates several susceptibility loci for birth weight in a Norwegian population.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
22,"In utero exposure to bisphenols and asthma, wheeze, and lung function in school-age children: a prospective meta-analysis of 8 European birth cohorts.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
249,Peripartum depression and anxiety in women with MS. A population-based cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
1024,Patterns and predictors of folic acid supplement use among pregnant women: the Norwegian Mother and Child Cohort Study.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,Yes
64,"Prenatal smoking, alcohol and caffeine exposure and maternal-reported attention deficit hyperactivity disorder symptoms in childhood: triangulation of evidence using negative control and polygenic risk score analyses.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
9,"T98. gene-environment interplay in associations between maternal at-risk drinking and early childhood emotional and behavioural development in the norwegian mother, father, and child cohort study.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
321,The Impact of Mediterranean Dietary Patterns During Pregnancy on Maternal and Offspring Health.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
485,Language delay and externalizing problems in preschool age: A prospective cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,NA,Yes
954,Motor and Social Development in 6-Month-Old Children with Congenital Heart Defects.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Tamara,NA,Yes
166,"How to evaluate the effect of seven years of the Norwegian School Fruit Scheme (2007-2014) on fruit, vegetable and snack consumption and weight status: A natural experiment.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,No
296,Association of Fish Consumption and Mercury Exposure During Pregnancy With Metabolic Health and Inflammatory Biomarkers in Children.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Tamara,NA,Yes
202,Metal and essential element concentrations during pregnancy and associations with autism spectrum disorder and attention-deficit/ hyperactivity disorder in children.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Tamara,NA,Yes
